Year,Loan / Grant No,DMC,Project Name,SF Source,OCR Loan,ADF Loan,ADF Grant,Other SF,Total,Cofinancier,Grant,Loan,Total,ADB Approval
2001,9005,REG,Improving Nutrition for Poor Mothers and Children,,0.00,0.00,0.00,0.00,0.00,JFPR,6.85,0.00,6.85,26-Apr-2001
2001,9011,PRC,Innovations for Participatory Flood Control by the Poor Along the Yellow River,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,16-Nov-2001
2001,1843,PHI,Mindanao Basic Urban Services Sector,,30.00,0.00,0.00,0.00,30.00,NDF,0.00,6.00,6.00,27-Sep-2001
2001,1846/3742(L),SRI,North East Community Restoration and Development,,0.00,25.00,0.00,0.00,25.00,GTZ,2.50,0.00,7.00,16-Oct-2001
2001,1846/3742(L),SRI,North East Community Restoration and Development,,,,,,,Netherlands,0.50,0.00,,
2001,1846/3742(L),SRI,North East Community Restoration and Development,,,,,,,OFID,0.00,4.00,,
2001,1871,IND,Private Sector Infrastructure Facility at State Level,,200.00,0.00,0.00,0.00,200.00,KfW,2.00,0.00,2.00,11-Dec-2001
2001,1767/3519(L)/3778(L),SRI,Protected Area Management and Wildlife Conservations,,0.00,12.00,0.00,0.00,12.00,GEF,9.00,0.00,13.00,13-Sep-2001
2001,1767/3519(L)/3778(L),SRI,Protected Area Management and Wildlife Conservations,,,,,,,Netherlands,4.00,0.00,,
2001,1827,VIE,RMIT International University in Viet Nam,,7.50,0.00,0.00,0.00,7.50,IFC 'A',0.00,7.50,7.50,26-Apr-2001
2001,1876/3785(L),NEP,Road Network Development,,0.00,46.00,0.00,0.00,46.00,DFID,9.60,0.00,9.60,13-Dec-2001
2001,1892/1893/8202,PAK,Road Sector Development Program,,50.00,100.00,0.00,0.00,150.00,OFID,0.00,15.00,15.00,19-Dec-2001
2001,1844,LAO,Second Education Quality Improvement,,0.00,20.00,0.00,0.00,20.00,Sida,9.60,0.00,9.60,28-Sep-2001
2001,1831/3683(L),BAN,Small Scale Water Resources Development Sector II,,0.00,34.00,0.00,0.00,34.00,Netherlands,24.30,0.00,24.30,12-Jul-2001
2001,1836,MON,Social Security Sector Development Program (Investment Loan),,0.00,4.00,0.00,0.00,4.00,NDF,0.00,4.00,4.00,28-Aug-2001
2001,1849,SRI,Southern Province Rural Economic Advancement,,0.00,25.00,0.00,0.00,25.00,OFID,0.00,5.00,5.00,26-Oct-2001
2001,9010,UZB,Supporting Innovative Poverty Reduction in Karakalpakstan,,0.00,0.00,0.00,0.00,0.00,JFPR,2.54,0.00,2.54,25-Oct-2001
2001,9009,BAN,Supporting Livelihood Improvement for the Poor through Water Management Associations,,0.00,0.00,0.00,0.00,0.00,JFPR,0.90,0.00,0.90,17-Aug-2001
2001,9007,NEP,Supporting Poor and Disadvantaged  Farmers through Civil Society Organizations,,0.00,0.00,0.00,0.00,0.00,JFPR,0.80,0.00,0.80,15-May-2001
2001,9012,LAO,Supporting the Community-Managed Livelihood Improvement,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,18-Dec-2001
2001,9008,TAJ,Tajikistan Rural Poverty Reduction,,0.00,0.00,0.00,0.00,0.00,JFPR,2.90,0.00,2.90,08-Aug-2001
2001,1880,VIE,Third Provincial Towns Water Supply & Sanitation,,0.00,60.00,0.00,0.00,60.00,AFD,0.00,11.00,12.05,13-Dec-2001
2001,1880,VIE,Third Provincial Towns Water Supply & Sanitation,,,,,,,NORAD,1.05,0.00,,
2001,1834,LAO,Vientiane Urban Infrastructure and Services,,0.00,25.00,0.00,0.00,25.00,AFD,4.40,0.00,4.40,23-Aug-2001
2001,1884-1885,BAN,West Zone Power System Development,,138.70,60.20,0.00,0.00,198.90,KfW,0.00,30.00,40.00,17-Dec-2001
2001,1884-1885,BAN,West Zone Power System Development,,,,,,,NDF,0.00,10.00,,
2001,1835/3712(L),PRC,Yellow River Flood Management Sector,,150.00,0.00,0.00,0.00,150.00,DANIDA,0.30,0.00,0.30,28-Aug-2001
2002,1910-1911,SRI,Aquatic Resources Development and Quality Improvement,,6.20,13.80,0.00,0.00,20.00,National Development Trust Fund,0.00,1.60,1.60,05-Sep-2002
2002,1953/4007(L)/4008(L),CAM,Commune Council Development,,0.00,10.00,0.00,0.00,10.00,Netherlands,2.40,0.00,5.40,03-Dec-2002
2002,1953/4007(L)/4008(L),CAM,Commune Council Development,,,,,,,Sida,3.00,0.00,,
2002,9019,AFG,Community-Based Gender-Sensitive Basic Education for the Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,4.00,0.00,4.00,10-Sep-2002
2002,9017,CAM,Community-Based Livelihood Enhancement for the Rural Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,1.80,0.00,1.80,12-Jul-2002
2002,9029,REG,"Development of a Business Plan for a Center for Learning, Information, Communication, and Knowledge for Asia and the Pacific",,0.00,0.00,0.00,0.00,0.00,JFICT,0.18,0.00,0.18,19-Dec-2002
2002,1942-1943,BAN,Dhaka Clean Fuel,,30.20,42.40,0.00,0.00,72.60,NDF,0.00,9.30,9.30,26-Nov-2002
2002,1924/3945(L),PRC,Efficient Utilization of Agricultural Wastes,,33.12,0.00,0.00,0.00,33.12,GEF,6.36,0.00,6.36,22-Oct-2002
2002,1984,PHI,Electricity Market and Transmission Development,,40.00,0.00,0.00,0.00,40.00,JBIC (non-ODA),0.00,40.00,40.00,09-Dec-2002
2002,9020,VIE,Electronic Health Insurance Membership Card,,0.00,0.00,0.00,0.00,0.00,JFICT,0.50,0.00,0.50,12-Sep-2002
2002,9014,MON,Expanding Employment Opportunities for Poor Disabled Persons,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,01-Apr-2002
2002,1945,CAM,GMS: Cambodia Road Improvement,,0.00,50.00,0.00,0.00,50.00,OFID,0.00,10.00,10.00,26-Nov-2002
2002,1989,LAO,GMS: Northern Economic Corridor,,0.00,30.00,0.00,0.00,30.00,"China,People's Rep.of",0.00,30.00,58.50,20-Dec-2002
2002,1989,LAO,GMS: Northern Economic Corridor,,,,,,,Thailand,0.00,28.50,,
2002,1940/G3994,CAM,Health Sector Support,,0.00,20.00,0.00,0.00,20.00,DFID,22.20,0.00,49.20,21-Nov-2002
2002,1940/G3994,CAM,Health Sector Support,,,,,,,IDA,0.00,27.00,,
2002,9027,CAM,Improving the Livelihood of Poor Farmers in Southern Cambodia,,0.00,0.00,0.00,0.00,0.00,JFPR,1.80,0.00,1.80,11-Nov-2002
2002,9015,MON,Improving the Living Environment of the Poor in Ger Areas of Mongolia's Cities,,0.00,0.00,0.00,0.00,0.00,JFPR,2.20,0.00,2.20,07-May-2002
2002,9023,CAM,Income for the Poor through Community-Based Environmental Improvements in Phnom Penh,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,25-Sep-2002
2002,9025,SRI,Infrastructure Maintenance to Reduce Rural Poverty,,0.00,0.00,0.00,0.00,0.00,JFPR,0.90,0.00,0.90,16-Oct-2002
2002,9013,AZE,Integration of Internally Displaced Persons in Mingechevir Rayon,,0.00,0.00,0.00,0.00,0.00,JFPR,2.50,0.00,2.50,30-Jan-2002
2002,1975,IND,Medical Service Network,,20.00,0.00,0.00,0.00,20.00,IFC 'A',0.00,20.00,20.00,17-Dec-2002
2002,1974/4032(L),IND,Modernizing Government and Fiscal Reform in Kerala,,200.00,0.00,0.00,0.00,200.00,Netherlands,50.00,0.00,50.00,16-Dec-2002
2002,1933,LAO,Nam Ngum River Basin Development Sector,,0.00,15.00,0.00,0.00,15.00,AFD,3.80,0.00,3.80,11-Nov-2002
2002,1913-1914,SRI,Plantation Development,,10.00,20.00,0.00,0.00,30.00,JBIC (ODA),0.00,25.00,25.00,13-Sep-2002
2002,1881/3899(L),BAN,Post-Literacy and Continuing Education,,0.00,65.00,0.00,0.00,65.00,DFID,12.00,0.00,12.00,12-Jul-2002
2002,1929,SRI,Power Sector Development Program,,60.00,0.00,0.00,0.00,60.00,JBIC (ODA),0.00,75.00,75.00,31-Oct-2002
2002,9030,AFG,Primary Health Care Partnership for the Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,19-Dec-2002
2002,9021,IND,Rainwater Harvesting and Slum Development in Rajasthan,,0.00,0.00,0.00,0.00,0.00,JFPR,1.90,0.00,1.90,24-Sep-2002
2002,9024/0076,AFG,Road Employment Project for Settlement and Integration of Returning Refugees and Displaced Persons,,0.00,0.00,0.00,0.00,0.00,JFPR,15.00,0.00,15.00,03-Oct-2002
2002,1920/8204,BAN,Road Network Improvement and Maintenance,,0.00,65.00,0.00,0.00,65.00,OFID,0.00,10.00,10.00,10-Oct-2002
2002,1986/8206,SRI,Road Sector Development,,0.00,56.50,0.00,0.00,56.50,JBIC (ODA),0.00,80.00,88.50,19-Dec-2002
2002,1986/8206,SRI,Road Sector Development,,,,,,,OFID,0.00,8.50,,
2002,1952,BAN,Rural Infrastructure Improvement,,0.00,60.00,0.00,0.00,60.00,GTZ,5.00,0.00,16.90,02-Dec-2002
2002,1952,BAN,Rural Infrastructure Improvement,,,,,,,KfW,11.90,0.00,,
2002,1908,MON,Second Education Development,,0.00,14.00,0.00,0.00,14.00,JICA,45.00,0.00,49.80,06-Aug-2002
2002,1908,MON,Second Education Development,,,,,,,NDF,0.00,4.80,,
2002,1932,VIE,Second Financial Sector Program (Subprogram I),,0.00,50.00,0.00,0.00,50.00,AFD,0.00,19.00,19.00,20-Nov-2002
2002,1855/3892(L),VIE,Second Red River Basin Sector,,0.00,140.00,0.00,0.00,140.00,AFD,0.00,30.00,40.60,27-Jun-2002
2002,1855/3892(L),VIE,Second Red River Basin Sector,,,,,,,Netherlands,10.60,0.00,,
2002,1917/3927(L),NEP,Secondary Education Support,,0.00,30.00,0.00,0.00,30.00,DANIDA,23.70,0.00,23.70,20-Sep-2002
2002,19173927(L),NEP,Secondary Education Support,,0.00,0.00,0.00,0.00,0.00,DANIDA,6.30,0.00,6.30,20-Sep-2002
2002,1978,INO,Small and Medium Enterprise Export Development,,85.00,0.00,0.00,0.00,85.00,JICA,5.00,0.00,5.00,17-Dec-2002
2002,9018,PHI,Social Protection for Poor Women Vendors in Mindanao Cities,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,07-Aug-2002
2002,9022,PHI,Strategic Private Sector Partnerships for Urban Poverty Reduction in Metro Manila,,0.00,0.00,0.00,0.00,0.00,JFPR,3.60,0.00,3.60,24-Sep-2002
2002,9016,INO,Supporting the Community-Based Basic Education for the Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,3.20,0.00,3.20,07-May-2002
2002,1964/4022(L),INO,Sustainable Capacity Building for Decentralization,,0.00,42.22,0.00,0.00,42.22,Netherlands,8.54,0.00,8.54,10-Dec-2002
2002,9026,IND,Sustaining Income and Basic Human Needs of the Poor in Disaster Prone Areas of Gujarat,,0.00,0.00,0.00,0.00,0.00,JFPR,3.40,0.00,3.40,06-Nov-2002
2002,9028,CAM,Targeted Assistance for Education of Poor Girls and Poor Children in Ethnic Minority Areas,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,25-Nov-2002
2002,1840/3923(L),NEP,Teacher Education,,0.00,19.30,0.00,0.00,19.30,DANIDA,0.30,0.00,0.30,09-Sep-2002
2002,1939,CAM,Tonle Sap Environmental Management,,0.00,10.91,0.00,0.00,10.91,GEF,3.93,0.00,4.54,21-Nov-2002
2002,1939,CAM,Tonle Sap Environmental Management,,,,,,,UNDP,0.61,0.00,,
2002,1903,UZB,Western Uzbekistan Rural Water Supply,,38.00,0.00,0.00,0.00,38.00,France,0.00,2.00,14.00,02-May-2002
2002,1903,UZB,Western Uzbekistan Rural Water Supply,,,,,,,Iran,0.00,12.00,,
2003,2034,VIE,Central Region Urban Environmental Improvement,,0.00,44.00,0.00,0.00,44.00,AFD,0.00,33.00,33.00,08-Dec-2003
2003,2043/2044/0062,SRI,Conflict Affected Areas Rehabilitation,,30.00,50.00,0.00,0.00,80.00,JBIC (ODA),0.00,11.20,11.20,11-Dec-2003
2003,2063,PHI,Development of Poor Urban Communities Sector,,30.50,0.00,0.00,0.00,30.50,Finland,0.00,5.00,5.00,18-Dec-2003
2003,2062,TAJ,Dushanbe-Kyrgyz Border Road Rehabilitaion (Phase I),,0.00,15.00,0.00,0.00,15.00,OFID,0.00,6.00,6.00,18-Dec-2003
2003,9037,AFG,Emergency Road Rehabilitation,,0.00,0.00,0.00,0.00,0.00,JFPR,20.00,0.00,20.00,19-Dec-2003
2003,2052,CAM,Greater Mekong Subregion Transmission,,0.00,44.30,0.00,0.00,44.30,IDA,0.00,16.00,27.00,15-Dec-2003
2003,2052,CAM,Greater Mekong Subregion Transmission,,,,,,,NDF,0.00,11.00,,
2003,9036,REG,Improving Poor Farmers' Livelihoods through Postharvest Technology,,0.00,0.00,0.00,0.00,0.00,JFPR,0.75,0.00,0.75,18-Dec-2003
2003,9038,AFG,Integrated Community Development in Northern Afghanistan,,0.00,0.00,0.00,0.00,0.00,JFPR,3.00,0.00,3.00,26-Dec-2003
2003,9031,PAK,Mobilizing the Poor for Better Access to Health,,0.00,0.00,0.00,0.00,0.00,JFPR,3.40,0.00,3.40,06-May-2003
2003,2027,SRI,North East Coastal Community Development,,0.00,20.00,0.00,0.00,20.00,Netherlands,1.50,0.00,1.50,28-Nov-2003
2003,2005,LAO,Northern Area Rural Power Distribution,,0.00,30.00,0.00,0.00,30.00,NDF,0.00,13.04,13.04,18-Sep-2003
2003,2035,CAM,Northwest Irrigation Sector,,0.00,18.00,0.00,0.00,18.00,AFD,3.74,0.00,3.74,09-Dec-2003
2003,9032,NEP,Optimizing Productivity of Poor Water Users Associations,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,04-Aug-2003
2003,2064/2065/4299(L),INO,Participatory Irrigation Sector,,54.00,19.00,0.00,0.00,73.00,Netherlands,15.00,0.00,15.00,18-Dec-2003
2003,2025/2747,VIE,Phuoc Hoa Water Resources,,0.00,90.00,0.00,0.00,90.00,AFD,0.00,34.00,34.00,27-Nov-2003
2003,2039,BAN,Power Sector Development Program (Project Loan),,186.00,0.00,0.00,0.00,186.00,NDF,0.00,9.60,9.60,10-Dec-2003
2003,9033,VIE,Promoting Silk Income for the Rural Poor in Central Highlands,,0.00,0.00,0.00,0.00,0.00,JFPR,0.62,0.00,0.62,30-Oct-2003
2003,9034,LAO,Reducing Poverty Among Ethnic Minority Women in the Nam Ngum River Basin,,0.00,0.00,0.00,0.00,0.00,JFPR,0.53,0.00,0.53,12-Nov-2003
2003,9024/0076,AFG,Road Employment Project for Settlement and Integration of Returning Refugees and Displaced Persons (Supplementary),,0.00,0.00,0.00,0.00,0.00,Kuwait Fund for Arab Economic Development,15.00,0.00,15.00,26-May-2003
2003,2006,KAZ,Rural Area Water Supply and Sanitation Sector,,34.60,0.00,0.00,0.00,34.60,IsDB,0.00,9.50,9.50,29-Sep-2003
2003,9039,AFG,Rural Recovery through Community-Based Irrigation Rehabilitation,,0.00,0.00,0.00,0.00,0.00,JFPR,5.00,0.00,5.00,26-Dec-2003
2003,2070,BAN,Second Participatory Livestock Development,,0.00,20.00,0.00,0.00,20.00,DANIDA,0.50,0.00,0.50,19-Dec-2003
2003,2015/4209(L),BAN,Second Primary Education Development Program (Sector Loan),,0.00,100.00,0.00,0.00,100.00,Australia,12.00,0.00,554.00,03-Nov-2003
2003,2015/4209(L),BAN,Second Primary Education Development Program (Sector Loan),,,,,,,CIDA,20.00,0.00,,
2003,2015/4209(L),BAN,Second Primary Education Development Program (Sector Loan),,,,,,,DFID,150.00,0.00,,
2003,2015/4209(L),BAN,Second Primary Education Development Program (Sector Loan),,,,,,,EC,100.00,0.00,,
2003,2015/4209(L),BAN,Second Primary Education Development Program (Sector Loan),,,,,,,IDA,0.00,150.00,,
2003,2015/4209(L),BAN,Second Primary Education Development Program (Sector Loan),,,,,,,JICA,3.00,0.00,,
2003,2015/4209(L),BAN,Second Primary Education Development Program (Sector Loan),,,,,,,Netherlands,50.00,0.00,,
2003,2015/4209(L),BAN,Second Primary Education Development Program (Sector Loan),,,,,,,NORAD,40.00,0.00,,
2003,2015/4209(L),BAN,Second Primary Education Development Program (Sector Loan),,,,,,,Sida,29.00,0.00,,
2003,9035,LAO,Solid Waste Management and Income Generation for Vientiane's Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,16-Dec-2003
2003,2014,PRC,Western Yunnan Roads Development (Baoshan-Longling),,250.00,0.00,0.00,0.00,250.00,AFD,0.00,38.00,38.00,28-Oct-2003
2004,9054,UZB,Affordable Services and Water Conservation for the Urban Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,1.50,0.00,1.50,24-Aug-2004
2004,2091/7201,AFG,Afghanistan Investment Guarantee Facility,,0.00,0.00,0.00,0.00,0.00,IDA,0.00,5.00,5.00,24-Sep-2004
2004,9041,REG,Asian Bonds Online Web Site,,0.00,0.00,0.00,0.00,0.00,JFICT,2.40,0.00,2.40,16-Jan-2004
2004,9060,AFG,Balkh River Basin Water Resources Management,,0.00,0.00,0.00,0.00,0.00,JFPR,10.00,0.00,10.00,15-Dec-2004
2004,9050,LAO,"Banking Automation to Support Outreach, Efficiency and Governance",,0.00,0.00,0.00,0.00,0.00,JFICT,0.65,0.00,0.65,22-Jun-2004
2004,4357(L),PRC,Capacity Building to Combat Land Degradation,,0.00,0.00,0.00,0.00,0.00,GEF,7.70,0.00,7.70,28-Jun-2004
2004,2146,PRC,Coal Mine Methane Development,,117.40,0.00,0.00,0.00,117.40,JBIC (non-ODA),0.00,20.00,20.50,20-Dec-2004
2004,2146,PRC,Coal Mine Methane Development,,,,,,,US Trade Development Agency,0.50,0.00,,
2004,9043,TAJ,Community Participation and Public Information Campaign for Health Improvement,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,22-Jan-2004
2004,2079/8211,PNG,Community Water Transport,,0.00,19.00,0.00,0.00,19.00,OFID,0.00,4.00,4.00,25-Mar-2004
2004,2102,NEP,Community-Managed Irrigated Agriculture Sector,,0.00,20.00,0.00,0.00,20.00,OFID,0.00,7.00,7.00,17-Nov-2004
2004,2116,PRC,Dali-Lijiang Railway,,180.00,0.00,0.00,0.00,180.00,AFD,0.00,40.00,40.00,02-Dec-2004
2004,2092,NEP,Decentralized Rural Infrastructure and Livelihood,,0.00,40.00,0.00,0.00,40.00,GTZ,0.70,0.00,2.60,24-Sep-2004
2004,2092,NEP,Decentralized Rural Infrastructure and Livelihood,,,,,,,SDC,1.90,0.00,,
2004,9051,REG,Developing a Database on Cross-Border Trade and Investment in BIMP-EAGA,,0.00,0.00,0.00,0.00,0.00,JFICT,0.30,0.00,0.30,02-Jul-2004
2004,9058,VIE,Expanding Benefits of the Poor through Urban Environmental Improvements,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,02-Dec-2004
2004,2078,BAN,Grameen Phone Telecommunications Expansion,,20.00,0.00,0.00,0.00,20.00,IFC 'A',0.00,30.00,40.00,26-Jan-2004
2004,2078,BAN,Grameen Phone Telecommunications Expansion,,,,,,,Norwegian Investment Fund for Developing Countries,0.00,10.00,,
2004,9057,CAM,Health Care Financing for the Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,1.85,0.00,1.85,15-Nov-2004
2004,2076/4314(L),VIE,Health Care in the Central Highlands,,0.00,20.00,0.00,0.00,20.00,Sida,5.58,0.00,5.58,09-Jan-2004
2004,9047,REG,Improving Poor Farmers' Livelihoods through Rice Information Technology,,0.00,0.00,0.00,0.00,0.00,JFICT,1.00,0.00,1.00,04-Jun-2004
2004,9053,MON,Information and Communication Technology for Improving Rural Health Services,,0.00,0.00,0.00,0.00,0.00,JFICT,1.00,0.00,1.00,02-Aug-2004
2004,9044,MON,Information and Communication Technology for Innovating Rural Education,,0.00,0.00,0.00,0.00,0.00,JFICT,1.00,0.00,1.00,06-Apr-2004
2004,9048,CAM,Mainstreaming Labor-Based Maintenance to the National Roads Network,,0.00,0.00,0.00,0.00,0.00,JFPR,2.20,0.00,2.20,17-Jun-2004
2004,2155,PHI,National Home Mortgage Finance Corporation's Portfolio of Non-Performing Loans,,33.00,0.00,0.00,0.00,33.00,IFC 'A',0.00,40.60,40.60,17-Nov-2004
2004,2128,VIE,Northern Power Transmission Sector,,120.00,0.00,0.00,0.00,120.00,AFD,0.00,50.00,50.00,13-Dec-2004
2004,9046,VIE,Poverty Reduction in Red River Basin Irrigation Systems,,0.00,0.00,0.00,0.00,0.00,JFPR,0.82,0.00,0.82,15-Apr-2004
2004,9045,SRI,Power Fund for the Poor,,0.00,0.00,0.00,0.00,0.00,JFPR,1.50,0.00,1.50,07-Apr-2004
2004,2144/2145/4505(L),PAK,Punjab Devolved Social Services Program,,75.00,75.00,0.00,0.00,150.00,DFID,30.00,0.00,30.00,20-Dec-2004
2004,9056,KGZ,Reducing Neonatal Mortality,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,08-Sep-2004
2004,9055,KGZ,Reducing Vulnerability of the Poor to Natural Disasters,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,08-Sep-2004
2004,2105,AFG,Regional Airports Rehabilitation Phase I,,0.00,30.00,0.00,0.00,30.00,UNOPS,2.00,0.00,2.00,23-Nov-2004
2004,2087,MON,Regional Road Development,,0.00,42.51,0.00,0.00,42.51,"China,People's Rep.of",3.20,0.00,27.08,22-Jul-2004
2004,2087,MON,Regional Road Development,,,,,,,KEXIM,0.00,23.88,,
2004,9042,PHI,Renewable Energy and Livelihood Development Project for the Poor in Negros Occidental,,0.00,0.00,0.00,0.00,0.00,JFPR,1.50,0.00,1.50,19-Jan-2004
2004,2085/8217,LAO,Roads for Rural Development,,0.00,17.70,0.00,0.00,17.70,NDF,0.00,7.30,13.30,28-Jun-2004
2004,2085/8217,LAO,Roads for Rural Development,,,,,,,OFID,0.00,6.00,,
2004,9059,KGZ,Rural Livelihood Development,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,15-Dec-2004
2004,9040,TAJ,School Improvement,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,13-Jan-2004
2004,2118,VIE,Second Financial Sector Program - Subprogram II,,0.00,35.00,0.00,0.00,35.00,AFD,0.00,15.50,15.50,03-Dec-2004
2004,2117/8220,BAN,Secondary Towns Integrated Flood Protection Phase 2,,0.00,80.00,0.00,0.00,80.00,OFID,0.00,15.00,15.00,02-Dec-2004
2004,2149,BAN,Small and Medium Enterprise Sector Development Program,,0.00,30.00,0.00,0.00,30.00,IDA,0.00,10.00,10.00,20-Dec-2004
2004,2095,VIE,Small and Medium-Sized Enterprise Development Program (Subprogram I),,0.00,60.00,0.00,0.00,60.00,AFD,0.00,18.00,35.00,21-Oct-2004
2004,2095,VIE,Small and Medium-Sized Enterprise Development Program (Subprogram I),,,,,,,KfW,0.00,17.00,,
2004,2126/2127/0024,INO,State Audit Reform Sector Development Program,,0.00,0.00,0.00,0.00,0.00,Netherlands,5.00,0.00,5.00,13-Dec-2004
2004,2123,VIE,Support to Implementation of Poverty Reduction Program,,0.00,6.40,0.00,0.00,6.40,CIDA,5.00,0.00,192.00,09-Dec-2004
2004,2123,VIE,Support to Implementation of Poverty Reduction Program,,,,,,,DANIDA,10.00,0.00,,
2004,2123,VIE,Support to Implementation of Poverty Reduction Program,,,,,,,DFID,36.00,0.00,,
2004,2123,VIE,Support to Implementation of Poverty Reduction Program,,,,,,,EC,18.00,0.00,,
2004,2123,VIE,Support to Implementation of Poverty Reduction Program,,,,,,,IDA,0.00,100.00,,
2004,2123,VIE,Support to Implementation of Poverty Reduction Program,,,,,,,JBIC (ODA),0.00,18.00,,
2004,2123,VIE,Support to Implementation of Poverty Reduction Program,,,,,,,Netherlands,5.00,0.00,,
2004,2109/4560(L),PAK,Supporting Public Resource Management Reforms in Balochistan,,0.00,3.00,0.00,0.00,3.00,Netherlands,1.92,0.00,1.92,26-Nov-2004
2004,9052,REG,Sustainable Food Fortification,,0.00,0.00,0.00,0.00,0.00,JFPR,2.00,0.00,2.00,22-Jul-2004
2004,9049,INO,Sustainable Livelihood Development for Poor Coastal and Small Island Communities,,0.00,0.00,0.00,0.00,0.00,JFPR,1.50,0.00,1.50,17-Jun-2004
2004,2101/4559 (L),BAN,Teaching Quality Improvement for Secondary Education,,0.00,68.91,0.00,0.00,68.91,CIDA,18.00,0.00,18.00,09-Nov-2004
2004,2090,UZB,Woman and Child Health Development,,40.00,0.00,0.00,0.00,40.00,IDA,0.00,20.00,46.00,23-Sep-2004
2004,2090,UZB,Woman and Child Health Development,,,,,,,JICA,6.00,0.00,,
2004,2090,UZB,Woman and Child Health Development,,,,,,,World Bank,0.00,20.00,,
2005,2195,VIE,Central Region Transport Networks Improvement Sector,,0.00,95.00,0.00,0.00,95.00,NDF,0.00,13.92,13.92,11-Nov-2005
2005,1953/4007(L)/4008(L),CAM,Commune Council Development (Supplementary),,0.00,0.00,0.00,0.00,0.00,Sida,0.57,0.00,0.57,29-Apr-2005
2005,2163/2164/0003,INO,Community Water Services and Health,,34.10,30.59,0.00,0.00,64.69,CIDA,4.00,0.00,16.50,07-Apr-2005
2005,2163/2164/0003,INO,Community Water Services and Health,,,,,,,DFID,7.50,0.00,,
2005,2163/2164/0003,INO,Community Water Services and Health,,,,,,,Netherlands,5.00,0.00,,
2005,9071,VIE,Community-Based Agricultural Extension and Training in Mountainous Districts,,0.00,0.00,0.00,0.00,0.00,JFPR,0.90,0.00,0.90,22-Aug-2005
2005,9078,TAJ,Community-Based Rural Road Maintenance,,0.00,0.00,0.00,0.00,0.00,JFPR,1.80,0.00,1.80,04-Nov-2005
2005,9070,PHI,Developing the Philippines Business Registry,,0.00,0.00,0.00,0.00,0.00,JFICT,0.70,0.00,0.70,08-Aug-2005
2005,2228,INO,Development Policy Support Program,,200.00,0.00,0.00,0.00,200.00,JBIC (ODA),0.00,100.00,500.00,21-Dec-2005
2005,2228,INO,Development Policy Support Program,,,,,,,World Bank,0.00,400.00,,
2005,0002,INO,Earthquake and Tsunami Emergency Support,ATF,0.00,0.00,0.00,291.00,291.00,Netherlands,3.50,0.00,3.50,07-Apr-2005
2005,2213/0029/0037,PAK,Earthquake Emergency Assistance,PEqF,0.00,220.00,0.00,80.00,300.00,EC,37.50,0.00,37.50,13-Dec-2005
2005,2205-2206,AZE,East-West Highway Improvement,,49.00,3.00,0.00,0.00,52.00,IsDB,0.00,10.40,21.40,08-Dec-2005
2005,2205-2206,AZE,East-West Highway Improvement,,,,,,,Saudi Fund for Development,0.00,11.00,,
2005,2220/0031/0032,SAM,Education Sector II,,0.00,8.06,0.00,0.00,8.06,Australia,8.60,0.00,17.20,16-Dec-2005
2005,2220/0031/0032,SAM,Education Sector II,,,,,,,NZAID,8.60,0.00,,
2005,2156/0038/0039,BAN,Emergency Flood Damage Rehabilitation,,0.00,152.30,0.00,0.00,152.30,Netherlands,13.00,0.00,27.70,20-Jan-2005
2005,2156/0038/0039,BAN,Emergency Flood Damage Rehabilitation,,,,,,,Sida,14.70,0.00,,
2005,9068,REG,Empowering the Rural Areas through Community E-Centers under the South Asia Subregional Economic Cooperation Program,,0.00,0.00,0.00,0.00,0.00,JFICT,1.00,0.00,1.00,05-Jul-2005
2005,9067,PAK,Enhancing Road Improvement Benefits to Poor Communities in North-West Frontier Province,,0.00,0.00,0.00,0.00,0.00,JFPR,1.00,0.00,1.00,28-Apr-2005
2005,9065,INO,Enriching Lives of the Urban Poor through Food Fortification,,0.00,0.00,0.00,0.00,0.00,JFPR,1.75,0.00,1.75,14-Mar-2005
