Anchor Product,Donor,Unknown,Approval Year (Date of Approval ADB),Approval Year (ADB),Product Approval Number,Approval Numbers,Proj No,MFF Number,Equity Number,Country Mnemonic,Loan/Grant Title,Department,Division,Approval,OCR,ADF Loan,ADF Grant,SF ,Total,Grants,Loans,Commercial,Total CF,Type of Cofinancing,Agreement Type,Admin Arrangement,Source Classification,Source Subtype,ADB Fund Source,Sector Code,Sector,Subsector Code,Subsector,Approval Date CF,Date of Agreement Letter,Theme,Supplementary,cofinanceOfficer,Recording Date,Effectivity Date,Physical Closing Date,Financial Completion Date,Status Cofinancing,Sov-NonSov,PCR Rating,Validation Rating,PPER Rating,Remarks,Publications
2466,Asian Development Bank,MDTF-WFPF,2008,2008.0,,2466/0131,40007,,,UZB,Surkhandarya Water Supply and Sanitation,CWRD,,11/03/2008,0.0,30.0,0.0,,30.0,,,,,,,,,,ADF,3800.0,Water and Other Municipal Infrastructure and Services,,,,,Inclusive Social and Gender Development,,,,,,,,,,,,,
2466,MDTF-WFPF,MDTF-WFPF,2008,2008.0,131,2466/0131,40007,,,UZB,Surkhandarya Water Supply and Sanitation,CWRD,,11/03/2008,,,,,0.0,1.5,,,1.5,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,ADF,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,11/03/2008,07/27/2009,,,,Sovereign,,,,,
2474,Asian Development Bank,Spain,2008,2008.0,,2474/0128,38301,,,PRC,Dryland Sustainable Agriculture,EARD,,11/25/2008,83.0,0.0,0.0,,83.0,,,,,,,,,,OCR,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
2474,Spanish Cooperation Fund for Technical Assistance,Spain,2008,2008.0,128,2474/0128,38301,,,PRC,Dryland Sustainable Agriculture,EARD,,11/25/2008,,,,,0.0,0.35,,,0.35,DVA,,Full Administration,Bilateral,Grant,OCR,3000.0,Agriculture and Natural Resources,,,,,,,,11/25/2008,05/19/2009,,,,Sovereign,,,, PIGGYBACKED TO PRC-2474; AMOUNT CANCELLED/WITHDRAWN BY SPAIN; GRANT NOT REMOVED FROM APPROVALS DBASE BEC. GRANT WAS SIGNED AND DECLARED EFFECTIVE ,
2475,Asian Development Bank,"Japan,World Bank",2008,2008.0,,2475,,,,INO,Infrastructure Reform Sector Development Program - Subprogram 2,SERD,IRM,11/27/2008,280.0,0.0,0.0,,280.0,,,,,,,,,,OCR,3900.0,Multisector,3900,Multisector,,,,,,,,,,,,,,,,
2475,Asian Development Bank,"Japan,World Bank",2008,2008.0,,2475,,,,INO,Infrastructure Reform Sector Development Program - Subprogram 2,SERD,IRM,11/27/2008,280.0,0.0,0.0,,280.0,,,,,,,,,,OCR,3900.0,Multisector,3900,Multisector,,,,,,,,,,,,,,,,
2475,JICA,Japan,2008,2008.0,,2475,,,,INO,Infrastructure Reform Sector Development Program - Subprogram 2,SERD,IRM,11/27/2008,,,,,0.0,,100.0,,100.0,Non-DVA,,,Bilateral,Loan,OCR,3900.0,Multisector,3900,,,,,,,11/27/2008,,,,,Sovereign,,,,JBIC (ODA) rrp,
2475,World Bank,World Bank,2008,2008.0,,2475,,,,INO,Infrastructure Reform Sector Development Program - Subprogram 2,SERD,IRM,11/27/2008,,,,,0.0,,200.0,,200.0,Non-DVA,,,Multilateral,Loan,OCR,3900.0,Multisector,3900,,,,,,,11/27/2008,,,,,Sovereign,,,,,
2476,Asian Development Bank,"Germany,EIB",2008,2008.0,,2476,,,,IND,Rural Electrification of India,SARD,SAGF,11/27/2008,225.0,0.0,0.0,,225.0,,,,,,,,,,OCR,3200.0,Energy,,,,,,,,,,,,,,,,,,
2476,Asian Development Bank,"Germany,EIB",2008,2008.0,,2476,,,,IND,Rural Electrification of India,SARD,SAGF,11/27/2008,225.0,0.0,0.0,,225.0,,,,,,,,,,OCR,3200.0,Energy,,,,,,,,,,,,,,,,,,
2476,EIB,EIB,2008,2008.0,,2476,,,,IND,Rural Electrification of India,SARD,SAGF,11/27/2008,,,,,0.0,,100.0,,100.0,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,11/27/2008,,,,,Non-Sovereign,,,,From collaborative to non DVA (24Mar10),
2476,KfW,Germany,2008,2008.0,,2476,,,,IND,Rural Electrification of India,SARD,SAGF,11/27/2008,,,,,0.0,,80.0,,80.0,Non-DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,11/27/2008,,,,,Non-Sovereign,,,,From collaborative to non DVA (24Mar10),
2477,Asian Development Bank,Netherlands,2008,2008.0,0129; 0130,2477/0129-0130,37381,,,SRI,Dry Zone Urban Water and Sanitation,SARD,SAUD,11/28/2008,0.0,59.78,23.22,,83.0,,,,,,,,,,ADF,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,,,,,,,,,,,
2477,Netherlands Trust Fund for the Water Financing Partnership Facility,Netherlands,2008,2008.0,130,2477/0129-0130,37381,,,SRI,Dry Zone Urban Water and Sanitation,SARD,SAUD,11/28/2008,,,,,0.0,2.0,,,2.0,DVA,,Full Administration,Bilateral,Grant,ADF,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,11/28/2008,11/13/2009,,,,Sovereign,,,,,
2488,Asian Development Bank,"Japan,World Bank",2008,2008.0,,2488,,,,INO,Fourth Development Policy Support Program,SERD,IRM,12/16/2008,200.0,0.0,0.0,,200.0,,,,,,,,,,OCR,3300.0,Finance,,,,,,,,,,,,,,,,,,
2488,Asian Development Bank,"Japan,World Bank",2008,2008.0,,2488,,,,INO,Fourth Development Policy Support Program,SERD,IRM,12/16/2008,200.0,0.0,0.0,,200.0,,,,,,,,,,OCR,3300.0,Finance,,,,,,,,,,,,,,,,,,
2488,JICA,Japan,2008,2008.0,,2488,,,,INO,Fourth Development Policy Support Program,SERD,IRM,12/16/2008,,,,,0.0,,100.0,,100.0,Non-DVA,,,Bilateral,Loan,OCR,3300.0,Finance,,,,,,,,12/16/2008,,,,,Sovereign,,,,The Govt intends to request $100 m from GOJ for parallel cofinancing of the DPL-5 (ref RRP). JBIC (RRP) was changed to JICA (new),
2488,World Bank,World Bank,2008,2008.0,,2488,,,,INO,Fourth Development Policy Support Program,SERD,IRM,12/16/2008,,,,,0.0,,750.0,,750.0,Non-DVA,,,Multilateral,Loan,OCR,3300.0,Finance,,,,,,,,12/16/2008,,,,,Sovereign,,,,The DPSP-4 privides parallel cofinancing for the WB supported DPL-5 (ref RRP).,
2500,Asian Development Bank,GEF,2010,2010.0,216,2500/2501/0216,,27,,INO,Citarum Watershed Management and Biodiversity Conservation,SERD,SEAE,08/04/2010,20.0,30.0,0.0,,50.0,,,,,,,,,,OCR,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,,,," additional money for the  2501 project previously approved in 2008.  GLOBAL ENVIRONMENT FACILITY; PIGGYBACKED TO MFF0027/L2500/2501 APPROVED 4DEC08; no project number OCR was previously encoded as 470, but it should be 20 only",
2500,GEF,GEF,2010,2010.0,216,2500/2501/0216,,,,INO,Citarum Watershed Management and Biodiversity Conservation,SERD,SEAE,08/04/2010,,,,,0.0,3.75,,,3.75,DVA,,Full Administration,Global Fund,Grant,OCR,3000.0,Agriculture and Natural Resources,,,,,,,,08/04/2010,07/18/1975,,01/29/1986,,Sovereign,,,,,
2505,Asian Development Bank,"P.R.C.,World Bank",2009,2009.0,,2505/7291,,,,PRC,Small Hydropower Development,PSOD,PSIF2,01/13/2009,58.57,0.0,0.0,,58.57,,,,,,,,,,OCR,3200.0,Energy,,,,,,,,,,,,,,,,,,
2505,Asian Development Bank,"P.R.C.,World Bank",2009,2009.0,,2505/7291,,,,PRC,Small Hydropower Development,PSOD,PSIF2,01/13/2009,58.57,0.0,0.0,,58.57,,,,,,,,,,OCR,3200.0,Energy,,,,,,,,,,,,,,,,,,
2505,China CDM Fund,P.R.C.,2009,2009.0,,2505/7291,,,,PRC,Small Hydropower Development,PSOD,PSIF2,01/13/2009,,,,,0.0,,14.6,,14.6,Non-DVA,,,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,01/13/2009,,,,,Non-Sovereign,,,,,
2505,IFC 'A',World Bank,2009,2009.0,,2505/7291,,,,PRC,Small Hydropower Development,PSOD,PSIF2,01/13/2009,,,,,0.0,,51.25,,51.25,Non-DVA,,,Multilateral,Loan,OCR,3200.0,Energy,,,,,,,,01/13/2009,,,,,Non-Sovereign,,,,,
2507,ACEF,Japan,2009,2009.0,142,2507/0142,42001,,,PHI,Philippine Energy Efficiency,SERD,,01/29/2009,,,,,0.0,1.5,,,1.5,DVA,,Full Administration,Bilateral,Grant,OCR,3200.0,Energy,,,,,,,,01/29/2009,05/28/2009,,,,Sovereign,Successful,,,,"DR 2009. Case Study: Promoting High-Quality CFLs, pp 22-23. supporting para for FPF, pp 17. DR 2010. para on climate change and energy efficiency, pp. 22. DR 2011. box on CEFPF, pp 26."
2507,Asian Development Bank,Japan,2009,2009.0,,2507/0142,42001,,,PHI,Philippine Energy Efficiency,SERD,,01/29/2009,31.1,0.0,0.0,,31.1,,,,,,,,,,OCR,3200.0,Energy,,,,,,,,,,,,,,Successful,,,,"DR 2009. Case Study: Promoting High-Quality CFLs, pp 22-23. supporting para for FPF, pp 17. DR 2010. para on climate change and energy efficiency, pp. 22. DR 2011. box on CEFPF, pp 26."
2511,Asian Development Bank,"Netherlands,Korea,MDTF-WFPF",2009,2009.0,,2511/0147,41013,,,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,0.0,72.0,0.0,,72.0,,,,,,,,,,ADF,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,,,,,,,,,,,"DR 2009. para on FCA pp 32. para on NET cof, pp 36."
2511,Asian Development Bank,"Netherlands,Korea,MDTF-WFPF",2009,2009.0,,2511/0147,41013,,,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,0.0,72.0,0.0,,72.0,,,,,,,,,,ADF,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,,,,,,,,,,,"DR 2009. para on FCA pp 32. para on NET cof, pp 36."
2511,Asian Development Bank,"Netherlands,Korea,MDTF-WFPF",2009,2009.0,,2511/0147,41013,,,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,0.0,72.0,0.0,,72.0,,,,,,,,,,ADF,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,,,,,,,,,,,"DR 2009. para on FCA pp 32. para on NET cof, pp 36."
2511,KEXIM,Korea,2009,2009.0,,2511/0147,41013,,,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,,,,,0.0,,32.7,,32.7,DVA,,Collaborative,Bilateral,Loan,ADF,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,03/05/2009,11/09/2009,,,,Sovereign,,,,,"DR 2009. para on FCA pp 32. para on NET cof, pp 36."
2511,MDTF-WFPF,MDTF-WFPF,2009,2009.0,147,2511/0147,41013,,,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,,,,,0.0,1.2,,,1.2,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,ADF,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,03/05/2009,,,,,Sovereign,,,,,"DR 2009. para on FCA pp 32. para on NET cof, pp 36."
2511,Netherlands Trust Fund for the Water Financing Partnership Facility,Netherlands,2009,2009.0,147,2511/0147,41013,,,VIE,Thanh Hoa City Comprehensive Socioeconomic Development,SERD,SEID,03/05/2009,,,,,0.0,0.8,,,0.8,DVA,,Full Administration,Bilateral,Grant,ADF,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,03/05/2009,,,,,Sovereign,,,,,"DR 2009. para on FCA pp 32. para on NET cof, pp 36."
2515,Asian Development Bank,GDCF,2009,2009.0,148,2515/0148,41664,,,PHI,Enhancing Midwives' Entrepreneurial and Financial Literacy,SERD,,03/25/2009,50.0,0.0,0.0,,50.0,,,,,,,,,,OCR,3400.0,Health and Social Protection,,,,,,,,,,,,,,,,,,
2515,GDCF,GDCF,2009,2009.0,148,2515/0148,41664,,,PHI,Enhancing Midwives' Entrepreneurial and Financial Literacy,SERD,,03/25/2009,,,,,0.0,0.4,,,0.4,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,OCR,3400.0,Health and Social Protection,,,,,,,,03/25/2009,08/19/2009,,,,Sovereign,,,,,
2517,Asian Development Bank,CEF-CEFPF,2014,2014.0,,2517/0384,42182-013,,,VIE,Renewable Energy Development and Network Expansion and Rehabilitation for Remote Communes Sector ﾖ Additional Financing,SERD,SEEN,04/09/2014,,151.0,,,151.0,,,,,,,,,,,3200.0,Energy,3203,Renewable Energy,,,Sustainable Economic Growth,,,,,,,,,,,,"Additional cofinancing, ADF loan of $151 M approved on 30 Mar 2009",
2517,CEF-CEFPF,CEF-CEFPF,2014,2014.0,384,2517/0384,42182-013,,,VIE,Renewable Energy Development and Network Expansion and Rehabilitation for Remote Communes Sector ﾖ Additional Financing,SERD,SEEN,04/09/2014,,,,,0.0,3.0,,,3.0,DVA,CFA/TF,Full Administration,Multi-Donor Trust Fund,Grant,,3200.0,Energy,,Renewable Energy,07/16/2013,,,Yes,,04/09/2014,,,,Approved,Sovereign,,,,memo of cofinancing approval with Michelle,
2521,Asian Development Bank,Australia,2009,2009.0,,2521,43009,,,INO,Public Expenditure Support Facility Program,SERD,SEFM,06/03/2009,1000.0,0.0,0.0,,1000.0,,,,,,,,,,OCR,3600.0,Public Sector Management,,,,,,,,,,,,,,,,,,
2521,Australia,Australia,2009,2009.0,,2521,43009,,,INO,Public Expenditure Support Facility Program,SERD,SEFM,06/03/2009,,,,,0.0,,1000.0,,1000.0,Non-DVA,,,Bilateral,Loan,OCR,3600.0,Public Sector Management,,,,,,,,06/03/2009,,,,,Sovereign,,,,"Ref final RRP (para 56, 58, 64).",
2521,JBIC,Japan,2009,2009.0,,2521,43009,,,INO,Public Expenditure Support Facility Program,SERD,SEFM,06/03/2009,,,,,0.0,,1500.0,,1500.0,Non-DVA,,,Bilateral,Loan,OCR,3600.0,Public Sector Management,,,,,,,,06/03/2009,,,,,Sovereign,,,,,
2521,World Bank,World Bank,2009,2009.0,,2521,43009,,,INO,Public Expenditure Support Facility Program,SERD,SEFM,06/03/2009,,,,,0.0,,2000.0,,2000.0,Non-DVA,,,Multilateral,Loan,OCR,3600.0,Public Sector Management,,,,,,,,06/03/2009,,,,,Sovereign,,,,,
2523,Asian Development Bank,Japan,2009,2009.0,,2523,43096,,,MON,Social Sectors Support Program,EARD,EASS,06/24/2009,0.0,43.1,16.9,,60.0,,,,,,,,,,ADF,3400.0,Health and Social Protection,,,,,,,,,,,,,,Successful,,,,"DR 2009. para on JPN cof, pp 36."
2523,JICA,Japan,2009,2009.0,,2523,43096,,,MON,Social Sectors Support Program,EARD,EASS,06/24/2009,,,,,0.0,,30.0,,30.0,DVA,PS,Collaborative,Bilateral,Loan,ADF,3400.0,Health and Social Protection,,,,,,,,06/24/2009,07/15/2009,,,,Sovereign,Successful,,,GOJ thru JICA will provide $30m in 2009 and $20m in 2010 (ref final RRP) PA under preparation.,"DR 2009. para on JPN cof, pp 36."
2523,World Bank,World Bank,2009,2009.0,,2523,43096,,,MON,Social Sectors Support Program,EARD,EASS,06/24/2009,,,,,0.0,,40.0,,40.0,Non-DVA,,,Multilateral,Loan,ADF,3400.0,Health and Social Protection,,,,,,,,06/24/2009,,,,,Sovereign,Successful,,,,"DR 2009. para on JPN cof, pp 36."
2539,Asian Development Bank,Korea,2009,2009.0,,2539,42358,,,CAM,Greater Mekong Subregion: Cambodia Northwest Provincial Road Improvement,SERD,SETU,08/24/2009,0.0,16.26,0.0,,16.26,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,,,,,,,,,,,,,,DR 2009. para on FCA pp 32.
2539,KEXIM,Korea,2009,2009.0,2539 (CL),2539,42358,,,CAM,Greater Mekong Subregion: Cambodia Northwest Provincial Road Improvement,SERD,SETU,08/24/2009,,,,,0.0,,25.58,,25.58,DVA,FW,Collaborative,Bilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,08/24/2009,11/25/2009,,,,Sovereign,,,,KEXIM DVA Collaborative cofinancing agreement signed 8Oct09 ($25.58m).  (Actual cofinancing from KEXIM $29.94).,DR 2009. para on FCA pp 32.
2542,Asian Development Bank,IFAD,2009,2009.0,,2542,39432,,,BAN,Participatory Small-Scale Water Resources Sector,SARD,SANS,09/04/2009,0.0,55.0,0.0,,55.0,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
2542,Asian Development Bank,IFAD,2010,2010.0,,2542,39432,,,BAN,Participatory Small-Scale Water Resources Sector (Supplementary),SARD,SANS,07/29/2010,0.0,0.0,0.0,,0.0,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
2542,IFAD,IFAD,2009,2009.0,8248,2542,39432,,,BAN,Participatory Small-Scale Water Resources Sector,SARD,SANS,09/04/2009,,,,,0.0,,22.0,,22.0,DVA,PS,Partial Administration,Multilateral,Loan,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,09/04/2009,11/12/2009,,,,Sovereign,,,,IFAD loan signing scheduled for 6Nov09.,
2542,IFAD,IFAD,2010,2010.0,,2542,39432,,,BAN,Participatory Small-Scale Water Resources Sector (Supplementary),SARD,SANS,07/29/2010,,,,,0.0,,10.0,,10.0,DVA,PS,Partial Administration,Multilateral,Loan,ADF,3000.0,Agriculture and Natural Resources,,,,,,Yes,,07/29/2010,11/12/2001,,,,Sovereign,,,,IFAD approved on 22Apr10.  Paper on ADB administration of cofinancing approved 29Jul2010.  #8250-BAN,
2545,Asian Development Bank,Japan,2010,2010.0,,2545,40538,,,PHI,Development Policy Support Program (Subprogram 3),SERD,SEPF,04/14/2010,250.0,0.0,0.0,,250.0,,,,,,,,,,OCR,3600.0,Public Sector Management,,,,,,,,,,,,,,Succesful,,,Anchor ADB project approved 15 Sep 2009,DR 2010. para on governance pp 41.
2545,JICA,Japan,2010,2010.0,,2545,40538,,,PHI,Development Policy Support Program (Subprogram 3),SERD,,04/14/2010,,,,,0.0,,100.0,,100.0,DVA,PS,Collaborative,Bilateral,Loan,OCR,3600.0,Public Sector Management,,,,,,,,04/14/2010,10/06/2009,,12/31/2009,,Sovereign,Succesful,,,PA was signed 14Apr2010.  PCR Dec2010. Anchor ADB project approved 15 Sep 2009,DR 2010. para on governance pp 41.
2550,Asian Development Bank,MDTF-WFPF,2009,2009.0,,2550/0159,42382-013,,,PRC,Liaoning Small Cities and Towns Development Demonstration Sector,EARD,,09/18/2009,100.0,0.0,0.0,,100.0,,,,,,,,,,OCR,3700.0,Transport,3701,Road Transport,,,,,,,,,,,,,,,,
2550,MDTF-WFPF,MDTF-WFPF,2009,2009.0,159,2550/0159,42382-013,,,PRC,Liaoning Small Cities and Towns Development Demonstration Sector,EARD,,09/18/2009,,,,,0.0,0.25,,,0.25,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,OCR,3700.0,Transport,,,,,,,,09/18/2009,07/01/2010,,,,Sovereign,,,,,
2552,AFD,France,2009,2009.0,8246,2552/2553/8246,42051-023,,,PAK,Energy Efficiency Investment Program - Tranche I,CWRD,CWEN,09/22/2009,,,,,0.0,,25.0,,25.0,DVA,PS,Partial Administration,Bilateral,Loan,OCR,3200.0,Energy,,,,,,,,09/22/2009,08/30/2010,,,,Sovereign,,,,ADB Admin AFD loan euro 20m ($25m) Tranche 1 - National Compact Flourescent Lamp Project,"DR 2009. short para, pp 17."
2552,Asian Development Bank,France,2009,2009.0,,2552/2553/8246,42051-023,,,PAK,Energy Efficiency Investment Program - Tranche I,CWRD,CWEN,09/22/2009,40.0,20.0,0.0,,60.0,,,,,,,,,,OCR,3200.0,Energy,,,,,,,,,,,,,,,,,,"DR 2009. short para, pp 17."
2560,Asian Development Bank,Japan,2010,2010.0,,2560,41122,M0034,,GEO,"Road Corridor Investment Program, Tranche 1",CWRD,CWTC,01/14/2010,0.0,118.8,0.0,,118.8,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,,,,,,,,,,,,,Anchor ADB project approved 6 Oct 2009; MFF-0034. Procedural Agreement signed 14Jan2010. JICA cf for tranche 1 (ref MA's 21Jul10 email).,"DR 2010. para on RCI and on new proj, pp 28."
2560,JICA,Japan,2010,2010.0,2560 (CL),2560,41122,M0034,,GEO,"Road Corridor Investment Program, Tranche 1",CWRD,CWTC,01/14/2010,,,,,0.0,,170.0,,170.0,DVA,Others,Collaborative,Bilateral,Loan,ADF,3700.0,Transport and ICT,,,01/14/2010,,,,,01/14/2010,12/01/2009,,,Approved,Sovereign,,,,Anchor ADB project approved 6 Oct 2009; MFF-0034. Procedural Agreement signed 14Jan2010. JICA cf for tranche 1 (ref MA's 21Jul10 email).,"DR 2010. para on RCI and on new proj, pp 28."
2562,Asian Development Bank,IsDB,2009,2009.0,,2562,41121,M0024,,KAZ,CAREC Transport Corridor I (Zhambyl Oblast Section)[Western Europe-Western People' Republic of China International Transit Corridor] Investment Program - Tranche 2,CWRD,CWTC,10/07/2009,187.0,0.0,0.0,,187.0,,,,,,,,,,OCR,3700.0,Transport and ICT,,,,,,,,,,,,,,,,,,"DR 2011. para on FCA, pp 11."
2562,EBRD,EBRD,2009,2009.0,,2562,41121-02,M0024,,KAZ,CAREC Transport Corridor I (Zhambyl Oblast Section)[Western Europe-Western People' Republic of China International Transit Corridor] Investment Program - Tranche 2,CWRD,CWTC,10/07/2009,,,,,0.0,,180.0,,180.0,Non-DVA,,,Multilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,10/07/2009,,,,,Sovereign,,,,,"DR 2011. para on FCA, pp 11."
2562,IsDB,IsDB,2009,2009.0,,2562,41121,M0024,,KAZ,CAREC Transport Corridor I (Zhambyl Oblast Section)[Western Europe-Western People' Republic of China International Transit Corridor] Investment Program - Tranche 2,CWRD,CWTC,10/07/2009,,,,,0.0,,170.0,,170.0,DVA,FW,Collaborative,Multilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,10/07/2009,04/13/2010,,,,Sovereign,,,,MFF 0024. PFR 2 (Jul09).,"DR 2011. para on FCA, pp 11."
2562,World Bank,World Bank,2009,2009.0,,2562,41121,M0024,,KAZ,CAREC Transport Corridor I (Zhambyl Oblast Section)[Western Europe-Western People' Republic of China International Transit Corridor] Investment Program - Tranche 2,CWRD,CWTC,10/07/2009,,,,,0.0,,2125.0,,2125.0,DVA,Others,Collaborative,Multilateral,Loan,OCR,3700.0,Transport and ICT,,,,,,,,10/07/2009,04/13/2010,,,,Sovereign,,,,Ref PFR,"DR 2011. para on FCA, pp 11."
2572,Asian Development Bank,GEF,2009,2009.0,,2572/0169,39321,,,PRC,Shaanxi Qinling Biodiversity Conservation and Demonstration,EARD,,10/22/2009,40.0,0.0,0.0,,40.0,,,,,,,,,,OCR,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
2572,GEF,GEF,2009,2009.0,169,2572/0169,39321,,,PRC,Shaanxi Qinling Biodiversity Conservation and Demonstration,EARD,,10/22/2009,,,,,0.0,4.27,,,4.27,DVA,,Full Administration,Global Fund,Grant,OCR,3000.0,Agriculture and Natural Resources,,,,,,,,10/22/2009,10/15/2010,,,,Sovereign,,,,,
2574,Asian Development Bank,MDTF-WFPF,2009,2009.0,,2574/0171,40641,,,PRC,Hebei Small Cities and Towns Development Sector,EARD,,11/06/2009,100.0,0.0,0.0,,100.0,,,,,,,,,,OCR,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,,,,,,,,,,from Multisector to Water,
2574,MDTF-WFPF,MDTF-WFPF,2009,2009.0,171,2574/0171,40641,,,PRC,Hebei Small Cities and Towns Development Sector,EARD,,11/06/2009,,,,,0.0,0.25,,,0.25,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,OCR,3800.0,Water and Other Municipal Infrastructure and Services,,,,,,,,11/06/2009,03/17/2010,,,,Sovereign,,,,,
2579,Asian Development Bank,OFID,2009,2009.0,,2579/0179/8247,39399,,,NEP,South Asia Tourism Infrastructure Development - Nepal,SARD,SAUD,11/16/2009,0.0,12.75,12.75,,25.5,,,,,,,,,,ADF,3700.0,Transport,3704,Air Transport,,,,,,,,,,,,,,,,
2579,OFID,OFID,2009,2009.0,8247,2579/0179/8247,39399,,,NEP,South Asia Tourism Infrastructure Development - Nepal,SARD,SAUD,11/16/2009,,,,,0.0,,15.0,,15.0,DVA,,Partial Administration,Multilateral,Loan,ADF,3700.0,Transport,,,,,,,,11/16/2009,09/03/2010,,,,Sovereign,,,,,
2584,AFD,France,2009,2009.0,,2584,39516,,,PHI,Local Government Financing and Budget Reform Program (Subprogram 2),SERD,,11/26/2009,,,,,0.0,,216.0,,216.0,DVA,PS,Collaborative,Bilateral,Loan,OCR,3600.0,Public Sector Management,,,,,,,,11/26/2009,12/28/2009,,03/31/2010,,Sovereign,Highly successful,,,AFD will cofinance Subprogram 2 in the amount of euro 150m ($216m). MOU signed 9Oct09.,
2584,Asian Development Bank,France,2009,2009.0,,2584,39516,,,PHI,Local Government Financing and Budget Reform Program (Subprogram 2),SERD,,11/26/2009,225.0,0.0,0.0,,225.0,,,,,,,,,,OCR,3600.0,Public Sector Management,,,,,,,,,,,,,,Highly successful,,,,
2587,Asian Development Bank,CEF-CEFPF,2009,2009.0,183,2587/0183,40553,,,NEP,Energy Access and Efficiency Improvement,SARD,SAEN,11/27/2009,0.0,65.0,0.0,,65.0,,,,,,,,,,ADF,3200.0,Energy,,,,,,,,,,,,,,,,,,"DR 2011. box on CEFPF, pp 26."
2587,CEF-CEFPF,CEF-CEFPF,2009,2009.0,183,2587/0183,40553,,,NEP,Energy Access and Efficiency Improvement,SARD,SAEN,11/27/2009,,,,,0.0,4.2,,,4.2,DVA,,Full Administration,Multi-Donor Trust Fund,Grant,ADF,3200.0,Energy,,,,,,,,11/27/2009,06/14/2010,,,,Sovereign,,,,,"DR 2011. box on CEFPF, pp 26."
2593,Asian Development Bank,World Bank,2009,2009.0,,2593,35049-01,,,BAN,Padma Multipurpose Bridge Design Project (Supplementary),SARD,SATC,12/02/2009,0.0,10.0,0.0,,10.0,,,,,,,,,,ADF,3700.0,Transport and ICT,,,,,,,,,,,,,,,,,,
2593,World Bank,World Bank,2009,2009.0,,2593,35049-01,,,BAN,Padma Multipurpose Bridge Design Project (Supplementary),SARD,SATC,12/02/2009,,,,,0.0,,1.5,,1.5,Non-DVA,,,Multilateral,Loan,ADF,3700.0,Transport and ICT,,,,,,,,12/02/2009,,,,,Sovereign,,,,Supplementary to loan #2375.,
2599,Asian Development Bank,Finland,2009,2009.0,,2599/0186/0191/0192/8243,41435,,,CAM,Tonle Sap Poverty Reduction and Smallholder Development,SERD,,12/08/2009,0.0,3.4,27.3,,30.7,,,,,,,,,,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,,,,,,,,,,,
2599,Finland,Finland,2009,2009.0,191,2599/0186/0191/0192/8243,41435,,,CAM,Tonle Sap Poverty Reduction and Smallholder Development,SERD,,12/08/2009,,,,,0.0,5.75,,,5.75,DVA,,Full Administration,Bilateral,Grant,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,12/08/2009,03/31/2010,,,,Sovereign,,,,,
2599,IFAD,IFAD,2009,2009.0,192,2599/0186/0191/0192/8243,,,,CAM,Tonle Sap Poverty Reduction and Smallholder Development,SERD,,12/08/2009,,,,,0.0,6.69,,,6.69,DVA,,Full Administration,Multilateral,Grant,ADF,3000.0,Agriculture and Natural Resources,,,,,,,,12/08/2009,,,,,Sovereign,,,,,
